activity_id,wbs_path,description,discipline,level,planned_start,planned_finish,planned_qty,uom,tags,predecessors
OIL-A3-PIP-L6-0224,OIL Project > Utilities & Flare > Sec-2 > Piping,"Fabricate Spools for Line 8""-HC-1224 (Sec-2)",Piping,L6,2026-06-12,2026-06-16,80.0,m,"line:8""-HC-1224",OIL-A3-PIP-L6-0223
OIL-A3-PIP-L6-0225,OIL Project > Utilities & Flare > Sec-3 > Piping,"Fabricate Spools for Line 24""-PG-1225 (Sec-3)",Piping,L6,2026-05-28,2026-06-02,20.0,m,"line:24""-PG-1225",OIL-A3-PIP-L6-0224
OIL-A3-PIP-L6-0226,OIL Project > Utilities & Flare > Sec-4 > Piping,"Fabricate Spools for Line 16""-CW-1226 (Sec-4)",Piping,L5,2026-04-11,2026-04-29,40.0,m,"line:16""-CW-1226",OIL-A3-PIP-L6-0225
OIL-A3-PIP-L6-0227,OIL Project > Utilities & Flare > North Bay > Piping,"Fabricate Spools for Line 8""-PG-1227 (North Bay)",Piping,L6,2026-07-19,2026-07-24,40.0,m,"line:8""-PG-1227",OIL-A3-PIP-L6-0226
OIL-A3-PIP-L6-0228,OIL Project > Utilities & Flare > South Bay > Piping,"Fabricate Spools for Line 6""-CW-1228 (South Bay)",Piping,L6,2026-05-02,2026-05-19,40.0,m,"line:6""-CW-1228",OIL-A3-PIP-L6-0227
OIL-A3-PIP-L6-0229,OIL Project > Utilities & Flare > Sec-1 > Piping,"Weld Joints Line 6""-FG-1229 (Sec-1)",Piping,L5,2026-06-20,2026-07-08,80.0,m,"line:6""-FG-1229",OIL-A3-PIP-L6-0228
OIL-A3-PIP-L6-0230,OIL Project > Utilities & Flare > Sec-2 > Piping,"Weld Joints Line 12""-PG-1230 (Sec-2)",Piping,L6,2026-06-23,2026-06-28,80.0,m,"line:12""-PG-1230",OIL-A3-PIP-L6-0229
OIL-A3-PIP-L6-0231,OIL Project > Utilities & Flare > Sec-3 > Piping,"Weld Joints Line 12""-FG-1231 (Sec-3)",Piping,L6,2026-04-08,2026-04-21,60.0,m,"line:12""-FG-1231",OIL-A3-PIP-L6-0230
OIL-A3-PIP-L6-0232,OIL Project > Utilities & Flare > Sec-4 > Piping,"Weld Joints Line 24""-HC-1232 (Sec-4)",Piping,L5,2026-07-12,2026-07-18,60.0,m,"line:24""-HC-1232",OIL-A3-PIP-L6-0231
OIL-A3-PIP-L6-0233,OIL Project > Utilities & Flare > North Bay > Piping,"Weld Joints Line 8""-HC-1233 (North Bay)",Piping,L6,2026-07-10,2026-07-23,60.0,m,"line:8""-HC-1233",OIL-A3-PIP-L6-0232
OIL-A3-PIP-L6-0234,OIL Project > Utilities & Flare > South Bay > Piping,"Weld Joints Line 12""-PG-1234 (South Bay)",Piping,L6,2026-06-17,2026-06-20,40.0,m,"line:12""-PG-1234",OIL-A3-PIP-L6-0233
OIL-A3-PIP-L6-0235,OIL Project > Utilities & Flare > Sec-1 > Piping,"Hydrotest Line 24""-FG-1235 (Sec-1)",Piping,L5,2026-05-20,2026-06-04,120.0,m,"line:24""-FG-1235",OIL-A3-PIP-L6-0234
OIL-A3-PIP-L6-0236,OIL Project > Utilities & Flare > Sec-2 > Piping,"Hydrotest Line 8""-HC-1236 (Sec-2)",Piping,L6,2026-05-04,2026-05-15,80.0,m,"line:8""-HC-1236",OIL-A3-PIP-L6-0235
OIL-A3-PIP-L6-0237,OIL Project > Utilities & Flare > Sec-3 > Piping,"Hydrotest Line 8""-PG-1237 (Sec-3)",Piping,L6,2026-05-06,2026-05-24,60.0,m,"line:8""-PG-1237",OIL-A3-PIP-L6-0236
OIL-A3-PIP-L6-0238,OIL Project > Utilities & Flare > Sec-4 > Piping,"Hydrotest Line 24""-PG-1238 (Sec-4)",Piping,L5,2026-04-26,2026-05-06,60.0,m,"line:24""-PG-1238",OIL-A3-PIP-L6-0237
OIL-A3-PIP-L6-0239,OIL Project > Utilities & Flare > North Bay > Piping,"Hydrotest Line 24""-PG-1239 (North Bay)",Piping,L6,2026-06-15,2026-06-18,80.0,m,"line:24""-PG-1239",OIL-A3-PIP-L6-0238
OIL-A3-PIP-L6-0240,OIL Project > Utilities & Flare > South Bay > Piping,"Hydrotest Line 16""-PG-1240 (South Bay)",Piping,L6,2026-05-21,2026-06-01,120.0,m,"line:16""-PG-1240",OIL-A3-PIP-L6-0239
OIL-A3-CIV-L6-0241,OIL Project > Utilities & Flare > Sec-1 > Civil,Pour Foundation FDN-C-0441 (Sec-1),Civil,L5,2026-04-28,2026-05-07,20.0,m3,foundation:FDN-C-0441|equipment:C-0441,
OIL-A3-CIV-L6-0242,OIL Project > Utilities & Flare > Sec-2 > Civil,Pour Foundation FDN-C-0442 (Sec-2),Civil,L6,2026-05-22,2026-05-29,40.0,m3,foundation:FDN-C-0442|equipment:C-0442,OIL-A3-CIV-L6-0241
OIL-A3-CIV-L6-0243,OIL Project > Utilities & Flare > Sec-3 > Civil,Pour Foundation FDN-C-0443 (Sec-3),Civil,L6,2026-07-10,2026-07-15,40.0,m3,foundation:FDN-C-0443|equipment:C-0443,OIL-A3-CIV-L6-0242
OIL-A3-CIV-L6-0244,OIL Project > Utilities & Flare > Sec-4 > Civil,Pour Foundation FDN-C-0444 (Sec-4),Civil,L5,2026-04-03,2026-04-09,20.0,m3,foundation:FDN-C-0444|equipment:C-0444,OIL-A3-CIV-L6-0243
OIL-A3-CIV-L6-0245,OIL Project > Utilities & Flare > North Bay > Civil,Pour Foundation FDN-C-0445 (North Bay),Civil,L6,2026-07-09,2026-07-20,80.0,m3,foundation:FDN-C-0445|equipment:C-0445,OIL-A3-CIV-L6-0244
OIL-A3-CIV-L6-0246,OIL Project > Utilities & Flare > South Bay > Civil,Pour Foundation FDN-C-0446 (South Bay),Civil,L6,2026-07-17,2026-07-21,60.0,m3,foundation:FDN-C-0446|equipment:C-0446,OIL-A3-CIV-L6-0245
OIL-A3-CIV-L6-0247,OIL Project > Utilities & Flare > Sec-1 > Civil,Excavate for Foundation FDN-C-0447 (Sec-1),Civil,L5,2026-04-05,2026-04-19,80.0,m3,foundation:FDN-C-0447|equipment:C-0447,OIL-A3-CIV-L6-0246
OIL-A3-CIV-L6-0248,OIL Project > Utilities & Flare > Sec-2 > Civil,Excavate for Foundation FDN-C-0448 (Sec-2),Civil,L6,2026-06-30,2026-07-05,60.0,m3,foundation:FDN-C-0448|equipment:C-0448,OIL-A3-CIV-L6-0247
OIL-A3-CIV-L6-0249,OIL Project > Utilities & Flare > Sec-3 > Civil,Excavate for Foundation FDN-C-0449 (Sec-3),Civil,L6,2026-04-24,2026-05-11,40.0,m3,foundation:FDN-C-0449|equipment:C-0449,OIL-A3-CIV-L6-0248
OIL-A3-CIV-L6-0250,OIL Project > Utilities & Flare > Sec-4 > Civil,Excavate for Foundation FDN-C-0450 (Sec-4),Civil,L5,2026-05-16,2026-05-20,120.0,m3,foundation:FDN-C-0450|equipment:C-0450,OIL-A3-CIV-L6-0249
OIL-A3-CIV-L6-0251,OIL Project > Utilities & Flare > North Bay > Civil,Excavate for Foundation FDN-C-0451 (North Bay),Civil,L6,2026-04-13,2026-04-20,60.0,m3,foundation:FDN-C-0451|equipment:C-0451,OIL-A3-CIV-L6-0250
OIL-A3-CIV-L6-0252,OIL Project > Utilities & Flare > South Bay > Civil,Excavate for Foundation FDN-C-0452 (South Bay),Civil,L6,2026-07-07,2026-07-13,80.0,m3,foundation:FDN-C-0452|equipment:C-0452,OIL-A3-CIV-L6-0251
OIL-A3-CIV-L6-0253,OIL Project > Utilities & Flare > Sec-1 > Civil,Rebar Fixing Foundation FDN-C-0453 (Sec-1),Civil,L5,2026-06-01,2026-06-16,40.0,m3,foundation:FDN-C-0453|equipment:C-0453,OIL-A3-CIV-L6-0252
OIL-A3-CIV-L6-0254,OIL Project > Utilities & Flare > Sec-2 > Civil,Rebar Fixing Foundation FDN-C-0454 (Sec-2),Civil,L6,2026-07-01,2026-07-10,20.0,m3,foundation:FDN-C-0454|equipment:C-0454,OIL-A3-CIV-L6-0253
OIL-A3-CIV-L6-0255,OIL Project > Utilities & Flare > Sec-3 > Civil,Rebar Fixing Foundation FDN-C-0455 (Sec-3),Civil,L6,2026-07-09,2026-07-26,20.0,m3,foundation:FDN-C-0455|equipment:C-0455,OIL-A3-CIV-L6-0254
OIL-A3-CIV-L6-0256,OIL Project > Utilities & Flare > Sec-4 > Civil,Rebar Fixing Foundation FDN-C-0456 (Sec-4),Civil,L5,2026-07-15,2026-07-25,80.0,m3,foundation:FDN-C-0456|equipment:C-0456,OIL-A3-CIV-L6-0255
OIL-A3-CIV-L6-0257,OIL Project > Utilities & Flare > North Bay > Civil,Rebar Fixing Foundation FDN-C-0457 (North Bay),Civil,L6,2026-04-24,2026-05-11,120.0,m3,foundation:FDN-C-0457|equipment:C-0457,OIL-A3-CIV-L6-0256
OIL-A3-CIV-L6-0258,OIL Project > Utilities & Flare > South Bay > Civil,Rebar Fixing Foundation FDN-C-0458 (South Bay),Civil,L6,2026-05-02,2026-05-09,20.0,m3,foundation:FDN-C-0458|equipment:C-0458,OIL-A3-CIV-L6-0257
OIL-A3-CIV-L6-0259,OIL Project > Utilities & Flare > Sec-1 > Civil,Backfill Around FDN-C-0459 (Sec-1),Civil,L5,2026-04-14,2026-04-27,80.0,m3,foundation:FDN-C-0459|equipment:C-0459,OIL-A3-CIV-L6-0258
OIL-A3-CIV-L6-0260,OIL Project > Utilities & Flare > Sec-2 > Civil,Backfill Around FDN-C-0460 (Sec-2),Civil,L6,2026-06-11,2026-06-29,60.0,m3,foundation:FDN-C-0460|equipment:C-0460,OIL-A3-CIV-L6-0259
OIL-A3-CIV-L6-0261,OIL Project > Utilities & Flare > Sec-3 > Civil,Backfill Around FDN-C-0461 (Sec-3),Civil,L6,2026-05-01,2026-05-11,20.0,m3,foundation:FDN-C-0461|equipment:C-0461,OIL-A3-CIV-L6-0260
OIL-A3-CIV-L6-0262,OIL Project > Utilities & Flare > Sec-4 > Civil,Backfill Around FDN-C-0462 (Sec-4),Civil,L5,2026-04-19,2026-04-22,80.0,m3,foundation:FDN-C-0462|equipment:C-0462,OIL-A3-CIV-L6-0261
OIL-A3-CIV-L6-0263,OIL Project > Utilities & Flare > North Bay > Civil,Backfill Around FDN-C-0463 (North Bay),Civil,L6,2026-07-11,2026-07-23,40.0,m3,foundation:FDN-C-0463|equipment:C-0463,OIL-A3-CIV-L6-0262
OIL-A3-CIV-L6-0264,OIL Project > Utilities & Flare > South Bay > Civil,Backfill Around FDN-C-0464 (South Bay),Civil,L6,2026-06-13,2026-06-21,40.0,m3,foundation:FDN-C-0464|equipment:C-0464,OIL-A3-CIV-L6-0263
OIL-A3-ELE-L6-0265,OIL Project > Utilities & Flare > Sec-1 > Electrical,Lay Cable CBL-EL-0665 (Sec-1),Electrical,L5,2026-07-16,2026-07-21,120.0,m,cable:CBL-EL-0665,
OIL-A3-ELE-L6-0266,OIL Project > Utilities & Flare > Sec-2 > Electrical,Lay Cable CBL-EL-0666 (Sec-2),Electrical,L6,2026-06-25,2026-07-04,120.0,m,cable:CBL-EL-0666,OIL-A3-ELE-L6-0265
OIL-A3-ELE-L6-0267,OIL Project > Utilities & Flare > Sec-3 > Electrical,Lay Cable CBL-EL-0667 (Sec-3),Electrical,L6,2026-07-17,2026-07-21,120.0,m,cable:CBL-EL-0667,OIL-A3-ELE-L6-0266
OIL-A3-ELE-L6-0268,OIL Project > Utilities & Flare > Sec-4 > Electrical,Lay Cable CBL-EL-0668 (Sec-4),Electrical,L5,2026-04-02,2026-04-18,80.0,m,cable:CBL-EL-0668,OIL-A3-ELE-L6-0267
OIL-A3-ELE-L6-0269,OIL Project > Utilities & Flare > North Bay > Electrical,Lay Cable CBL-EL-0669 (North Bay),Electrical,L6,2026-04-05,2026-04-13,60.0,m,cable:CBL-EL-0669,OIL-A3-ELE-L6-0268
OIL-A3-ELE-L6-0270,OIL Project > Utilities & Flare > South Bay > Electrical,Lay Cable CBL-EL-0670 (South Bay),Electrical,L6,2026-04-10,2026-04-16,60.0,m,cable:CBL-EL-0670,OIL-A3-ELE-L6-0269
OIL-A3-ELE-L6-0271,OIL Project > Utilities & Flare > Sec-1 > Electrical,Terminate Cable CBL-EL-0671 (Sec-1),Electrical,L5,2026-04-14,2026-05-02,80.0,m,cable:CBL-EL-0671,OIL-A3-ELE-L6-0270
OIL-A3-ELE-L6-0272,OIL Project > Utilities & Flare > Sec-2 > Electrical,Terminate Cable CBL-EL-0672 (Sec-2),Electrical,L6,2026-05-02,2026-05-07,40.0,m,cable:CBL-EL-0672,OIL-A3-ELE-L6-0271
OIL-A3-ELE-L6-0273,OIL Project > Utilities & Flare > Sec-3 > Electrical,Terminate Cable CBL-EL-0673 (Sec-3),Electrical,L6,2026-06-11,2026-06-14,20.0,m,cable:CBL-EL-0673,OIL-A3-ELE-L6-0272
OIL-A3-ELE-L6-0274,OIL Project > Utilities & Flare > Sec-4 > Electrical,Terminate Cable CBL-EL-0674 (Sec-4),Electrical,L5,2026-05-30,2026-06-09,80.0,m,cable:CBL-EL-0674,OIL-A3-ELE-L6-0273
OIL-A3-ELE-L6-0275,OIL Project > Utilities & Flare > North Bay > Electrical,Terminate Cable CBL-EL-0675 (North Bay),Electrical,L6,2026-05-05,2026-05-11,80.0,m,cable:CBL-EL-0675,OIL-A3-ELE-L6-0274
OIL-A3-ELE-L6-0276,OIL Project > Utilities & Flare > South Bay > Electrical,Terminate Cable CBL-EL-0676 (South Bay),Electrical,L6,2026-04-18,2026-04-28,40.0,m,cable:CBL-EL-0676,OIL-A3-ELE-L6-0275
OIL-A3-ELE-L6-0277,OIL Project > Utilities & Flare > Sec-1 > Electrical,Install Cable Tray (Sec-1),Electrical,L5,2026-06-28,2026-07-14,120.0,m,,OIL-A3-ELE-L6-0276
OIL-A3-ELE-L6-0278,OIL Project > Utilities & Flare > Sec-2 > Electrical,Install Cable Tray (Sec-2),Electrical,L6,2026-05-22,2026-06-01,60.0,m,,OIL-A3-ELE-L6-0277
OIL-A3-ELE-L6-0279,OIL Project > Utilities & Flare > Sec-3 > Electrical,Install Cable Tray (Sec-3),Electrical,L6,2026-06-06,2026-06-13,60.0,m,,OIL-A3-ELE-L6-0278
OIL-A3-ELE-L6-0280,OIL Project > Utilities & Flare > Sec-4 > Electrical,Install Cable Tray (Sec-4),Electrical,L5,2026-04-24,2026-04-29,60.0,m,,OIL-A3-ELE-L6-0279
OIL-A3-ELE-L6-0281,OIL Project > Utilities & Flare > North Bay > Electrical,Install Cable Tray (North Bay),Electrical,L6,2026-04-18,2026-05-04,80.0,m,,OIL-A3-ELE-L6-0280
OIL-A3-ELE-L6-0282,OIL Project > Utilities & Flare > South Bay > Electrical,Install Cable Tray (South Bay),Electrical,L6,2026-06-26,2026-07-07,120.0,m,,OIL-A3-ELE-L6-0281
OIL-A3-ELE-L6-0283,OIL Project > Utilities & Flare > Sec-1 > Electrical,Install Transformer E-2683 (Sec-1),Electrical,L5,2026-05-26,2026-06-05,20.0,m,equipment:E-2683,OIL-A3-ELE-L6-0282
OIL-A3-ELE-L6-0284,OIL Project > Utilities & Flare > Sec-2 > Electrical,Install Transformer E-2684A (Sec-2),Electrical,L6,2026-04-08,2026-04-19,20.0,m,equipment:E-2684A,OIL-A3-ELE-L6-0283
OIL-A3-ELE-L6-0285,OIL Project > Utilities & Flare > Sec-3 > Electrical,Install Transformer T-2685 (Sec-3),Electrical,L6,2026-05-08,2026-05-24,120.0,m,equipment:T-2685,OIL-A3-ELE-L6-0284
OIL-A3-ELE-L6-0286,OIL Project > Utilities & Flare > Sec-4 > Electrical,Install Transformer V-2686B (Sec-4),Electrical,L5,2026-05-07,2026-05-24,120.0,m,equipment:V-2686B,OIL-A3-ELE-L6-0285
OIL-A3-ELE-L6-0287,OIL Project > Utilities & Flare > North Bay > Electrical,Install Transformer T-2687 (North Bay),Electrical,L6,2026-05-29,2026-06-10,120.0,m,equipment:T-2687,OIL-A3-ELE-L6-0286
OIL-A3-ELE-L6-0288,OIL Project > Utilities & Flare > South Bay > Electrical,Install Transformer E-2688 (South Bay),Electrical,L6,2026-04-29,2026-05-08,120.0,m,equipment:E-2688,OIL-A3-ELE-L6-0287
OIL-A3-INS-L6-0289,OIL Project > Utilities & Flare > Sec-1 > Instrumentation,Install Instrument Loop LP-IN-0989 (Sec-1),Instrumentation,L5,2026-04-21,2026-05-01,2.0,nos,loop:LP-IN-0989,
OIL-A3-INS-L6-0290,OIL Project > Utilities & Flare > Sec-2 > Instrumentation,Install Instrument Loop LP-IN-0990 (Sec-2),Instrumentation,L6,2026-05-08,2026-05-12,1.0,nos,loop:LP-IN-0990,OIL-A3-INS-L6-0289
OIL-A3-INS-L6-0291,OIL Project > Utilities & Flare > Sec-3 > Instrumentation,Install Instrument Loop LP-IN-0991 (Sec-3),Instrumentation,L6,2026-06-06,2026-06-21,2.0,nos,loop:LP-IN-0991,OIL-A3-INS-L6-0290
OIL-A3-INS-L6-0292,OIL Project > Utilities & Flare > Sec-4 > Instrumentation,Install Instrument Loop LP-IN-0992 (Sec-4),Instrumentation,L5,2026-05-14,2026-05-28,1.0,nos,loop:LP-IN-0992,OIL-A3-INS-L6-0291
OIL-A3-INS-L6-0293,OIL Project > Utilities & Flare > North Bay > Instrumentation,Install Instrument Loop LP-IN-0993 (North Bay),Instrumentation,L6,2026-07-10,2026-07-17,2.0,nos,loop:LP-IN-0993,OIL-A3-INS-L6-0292
OIL-A3-INS-L6-0294,OIL Project > Utilities & Flare > South Bay > Instrumentation,Install Instrument Loop LP-IN-0994 (South Bay),Instrumentation,L6,2026-06-03,2026-06-18,4.0,nos,loop:LP-IN-0994,OIL-A3-INS-L6-0293
OIL-A3-INS-L6-0295,OIL Project > Utilities & Flare > Sec-1 > Instrumentation,Loop Check LP-IN-0995 (Sec-1),Instrumentation,L5,2026-05-19,2026-06-05,4.0,nos,loop:LP-IN-0995,OIL-A3-INS-L6-0294
OIL-A3-INS-L6-0296,OIL Project > Utilities & Flare > Sec-2 > Instrumentation,Loop Check LP-IN-0996 (Sec-2),Instrumentation,L6,2026-06-07,2026-06-22,4.0,nos,loop:LP-IN-0996,OIL-A3-INS-L6-0295
OIL-A3-INS-L6-0297,OIL Project > Utilities & Flare > Sec-3 > Instrumentation,Loop Check LP-IN-0997 (Sec-3),Instrumentation,L6,2026-04-24,2026-05-06,1.0,nos,loop:LP-IN-0997,OIL-A3-INS-L6-0296
OIL-A3-INS-L6-0298,OIL Project > Utilities & Flare > Sec-4 > Instrumentation,Loop Check LP-IN-0998 (Sec-4),Instrumentation,L5,2026-05-12,2026-05-22,2.0,nos,loop:LP-IN-0998,OIL-A3-INS-L6-0297
OIL-A3-INS-L6-0299,OIL Project > Utilities & Flare > North Bay > Instrumentation,Loop Check LP-IN-0999 (North Bay),Instrumentation,L6,2026-06-12,2026-06-30,2.0,nos,loop:LP-IN-0999,OIL-A3-INS-L6-0298
OIL-A3-INS-L6-0300,OIL Project > Utilities & Flare > South Bay > Instrumentation,Loop Check LP-IN-1000 (South Bay),Instrumentation,L6,2026-07-15,2026-07-31,2.0,nos,loop:LP-IN-1000,OIL-A3-INS-L6-0299
OIL-A3-INS-L6-0301,OIL Project > Utilities & Flare > Sec-1 > Instrumentation,Install Impulse Tubing LP-IN-1001 (Sec-1),Instrumentation,L5,2026-04-02,2026-04-07,4.0,nos,loop:LP-IN-1001,OIL-A3-INS-L6-0300
OIL-A3-INS-L6-0302,OIL Project > Utilities & Flare > Sec-2 > Instrumentation,Install Impulse Tubing LP-IN-1002 (Sec-2),Instrumentation,L6,2026-06-23,2026-06-30,1.0,nos,loop:LP-IN-1002,OIL-A3-INS-L6-0301
OIL-A3-INS-L6-0303,OIL Project > Utilities & Flare > Sec-3 > Instrumentation,Install Impulse Tubing LP-IN-1003 (Sec-3),Instrumentation,L6,2026-05-14,2026-05-19,1.0,nos,loop:LP-IN-1003,OIL-A3-INS-L6-0302
OIL-A3-INS-L6-0304,OIL Project > Utilities & Flare > Sec-4 > Instrumentation,Install Impulse Tubing LP-IN-1004 (Sec-4),Instrumentation,L5,2026-04-23,2026-04-29,4.0,nos,loop:LP-IN-1004,OIL-A3-INS-L6-0303
OIL-A3-INS-L6-0305,OIL Project > Utilities & Flare > North Bay > Instrumentation,Install Impulse Tubing LP-IN-1005 (North Bay),Instrumentation,L6,2026-05-08,2026-05-17,4.0,nos,loop:LP-IN-1005,OIL-A3-INS-L6-0304
OIL-A3-INS-L6-0306,OIL Project > Utilities & Flare > South Bay > Instrumentation,Install Impulse Tubing LP-IN-1006 (South Bay),Instrumentation,L6,2026-04-14,2026-04-28,4.0,nos,loop:LP-IN-1006,OIL-A3-INS-L6-0305
OIL-A3-STA-L6-0307,OIL Project > Utilities & Flare > Sec-1 > Static Equipment,Erect Vessel P-2707 (Sec-1),Static Equipment,L5,2026-04-01,2026-04-13,2.0,nos,equipment:P-2707,
OIL-A3-STA-L6-0308,OIL Project > Utilities & Flare > Sec-2 > Static Equipment,Erect Vessel P-2708 (Sec-2),Static Equipment,L6,2026-07-08,2026-07-19,4.0,nos,equipment:P-2708,OIL-A3-STA-L6-0307
OIL-A3-STA-L6-0309,OIL Project > Utilities & Flare > Sec-3 > Static Equipment,Erect Vessel K-2709 (Sec-3),Static Equipment,L6,2026-04-16,2026-04-23,1.0,nos,equipment:K-2709,OIL-A3-STA-L6-0308
OIL-A3-STA-L6-0310,OIL Project > Utilities & Flare > Sec-4 > Static Equipment,Erect Vessel P-2710 (Sec-4),Static Equipment,L5,2026-06-06,2026-06-24,2.0,nos,equipment:P-2710,OIL-A3-STA-L6-0309
OIL-A3-STA-L6-0311,OIL Project > Utilities & Flare > North Bay > Static Equipment,Erect Vessel P-2711B (North Bay),Static Equipment,L6,2026-05-12,2026-05-19,4.0,nos,equipment:P-2711B,OIL-A3-STA-L6-0310
OIL-A3-STA-L6-0312,OIL Project > Utilities & Flare > South Bay > Static Equipment,Erect Vessel E-2712 (South Bay),Static Equipment,L6,2026-06-20,2026-06-26,4.0,nos,equipment:E-2712,OIL-A3-STA-L6-0311
OIL-A3-STA-L6-0313,OIL Project > Utilities & Flare > Sec-1 > Static Equipment,Grout Vessel V-2713A (Sec-1),Static Equipment,L5,2026-04-03,2026-04-07,1.0,nos,equipment:V-2713A,OIL-A3-STA-L6-0312
OIL-A3-STA-L6-0314,OIL Project > Utilities & Flare > Sec-2 > Static Equipment,Grout Vessel T-2714 (Sec-2),Static Equipment,L6,2026-05-02,2026-05-12,1.0,nos,equipment:T-2714,OIL-A3-STA-L6-0313
OIL-A3-STA-L6-0315,OIL Project > Utilities & Flare > Sec-3 > Static Equipment,Grout Vessel E-2715 (Sec-3),Static Equipment,L6,2026-05-24,2026-06-04,2.0,nos,equipment:E-2715,OIL-A3-STA-L6-0314
OIL-A3-STA-L6-0316,OIL Project > Utilities & Flare > Sec-4 > Static Equipment,Grout Vessel T-2716B (Sec-4),Static Equipment,L5,2026-05-23,2026-06-04,2.0,nos,equipment:T-2716B,OIL-A3-STA-L6-0315
OIL-A3-STA-L6-0317,OIL Project > Utilities & Flare > North Bay > Static Equipment,Grout Vessel V-2717 (North Bay),Static Equipment,L6,2026-05-16,2026-05-31,1.0,nos,equipment:V-2717,OIL-A3-STA-L6-0316
OIL-A3-STA-L6-0318,OIL Project > Utilities & Flare > South Bay > Static Equipment,Grout Vessel T-2718B (South Bay),Static Equipment,L6,2026-05-13,2026-05-28,2.0,nos,equipment:T-2718B,OIL-A3-STA-L6-0317
OIL-A3-STA-L6-0319,OIL Project > Utilities & Flare > Sec-1 > Static Equipment,Align Exchanger P-2719A (Sec-1),Static Equipment,L5,2026-05-02,2026-05-17,1.0,nos,equipment:P-2719A,OIL-A3-STA-L6-0318
OIL-A3-STA-L6-0320,OIL Project > Utilities & Flare > Sec-2 > Static Equipment,Align Exchanger E-2720 (Sec-2),Static Equipment,L6,2026-05-06,2026-05-09,2.0,nos,equipment:E-2720,OIL-A3-STA-L6-0319
OIL-A3-STA-L6-0321,OIL Project > Utilities & Flare > Sec-3 > Static Equipment,Align Exchanger V-2721 (Sec-3),Static Equipment,L6,2026-06-09,2026-06-16,4.0,nos,equipment:V-2721,OIL-A3-STA-L6-0320
OIL-A3-STA-L6-0322,OIL Project > Utilities & Flare > Sec-4 > Static Equipment,Align Exchanger V-2722 (Sec-4),Static Equipment,L5,2026-04-28,2026-05-13,2.0,nos,equipment:V-2722,OIL-A3-STA-L6-0321
OIL-A3-STA-L6-0323,OIL Project > Utilities & Flare > North Bay > Static Equipment,Align Exchanger E-2723A (North Bay),Static Equipment,L6,2026-04-30,2026-05-17,4.0,nos,equipment:E-2723A,OIL-A3-STA-L6-0322
OIL-A3-STA-L6-0324,OIL Project > Utilities & Flare > South Bay > Static Equipment,Align Exchanger K-2724A (South Bay),Static Equipment,L6,2026-06-08,2026-06-18,2.0,nos,equipment:K-2724A,OIL-A3-STA-L6-0323
